2022-01-02 07:34:16,030 - main - INFO - <module> - 50 : Using device cuda
2022-01-02 07:35:19,762 - main - INFO - <module> - 50 : Using device cuda
2022-01-02 07:35:50,469 - main - INFO - <module> - 50 : Using device cuda
2022-01-02 07:36:11,232 - main - INFO - <module> - 50 : Using device cuda
2022-01-02 07:36:11,826 - main - INFO - main - 190 : Tag scheme : 
2022-01-02 07:36:11,826 - main - INFO - main - 191 : Tag has been saved in /home/xhsun/Desktop/NER_Parsing/train_models/baseline_models/label.json
2022-01-02 07:36:11,844 - main - INFO - main - 221 : bert_model_name_or_path:/home/xhsun/NLP/huggingfaceModels/English/bert-base-uncased
2022-01-02 07:36:11,844 - main - INFO - main - 221 : file_path:/home/xhsun/.conll/
2022-01-02 07:36:11,844 - main - INFO - main - 221 : save_dir:/home/xhsun/Desktop/NER_Parsing/train_models/baseline_models
2022-01-02 07:36:11,844 - main - INFO - main - 221 : ckpt:None
2022-01-02 07:36:11,844 - main - INFO - main - 221 : learning_rate:3e-05
2022-01-02 07:36:11,844 - main - INFO - main - 221 : weight_decay:1e-05
2022-01-02 07:36:11,844 - main - INFO - main - 221 : epochs:5
2022-01-02 07:36:11,844 - main - INFO - main - 221 : train_batch_size:64
2022-01-02 07:36:11,844 - main - INFO - main - 221 : dev_batch_size:64
2022-01-02 07:36:11,844 - main - INFO - main - 221 : max_grad_norm:1
2022-01-02 07:36:11,844 - main - INFO - main - 221 : warmup_proportion:0.1
2022-01-02 07:36:11,844 - main - INFO - main - 221 : max_len:128
2022-01-02 07:36:11,844 - main - INFO - main - 221 : seed:666
2022-01-02 07:36:11,844 - main - INFO - main - 221 : num_workers:1
2022-01-02 07:36:11,844 - main - INFO - train - 59 : n_tags : 1
2022-01-02 07:36:11,844 - main - INFO - train - 63 : Under an epoch, loss will be output every 44 step, and the model will be evaluated every 110 step
2022-01-02 07:36:14,986 - main - INFO - train - 71 : Using device : cuda
2022-01-02 07:40:10,016 - main - INFO - <module> - 50 : Using device cuda
2022-01-02 07:40:10,595 - main - INFO - main - 191 : Tag scheme : 
2022-01-02 07:40:10,595 - main - INFO - main - 192 : Tag has been saved in /home/xhsun/Desktop/NER_Parsing/train_models/baseline_models/label.json
2022-01-02 07:40:10,610 - main - INFO - main - 222 : bert_model_name_or_path:/home/xhsun/NLP/huggingfaceModels/English/bert-base-uncased
2022-01-02 07:40:10,610 - main - INFO - main - 222 : file_path:/home/xhsun/.conll/
2022-01-02 07:40:10,610 - main - INFO - main - 222 : save_dir:/home/xhsun/Desktop/NER_Parsing/train_models/baseline_models
2022-01-02 07:40:10,610 - main - INFO - main - 222 : ckpt:None
2022-01-02 07:40:10,610 - main - INFO - main - 222 : learning_rate:3e-05
2022-01-02 07:40:10,610 - main - INFO - main - 222 : weight_decay:1e-05
2022-01-02 07:40:10,610 - main - INFO - main - 222 : epochs:5
2022-01-02 07:40:10,610 - main - INFO - main - 222 : train_batch_size:64
2022-01-02 07:40:10,610 - main - INFO - main - 222 : dev_batch_size:64
2022-01-02 07:40:10,610 - main - INFO - main - 222 : max_grad_norm:1
2022-01-02 07:40:10,610 - main - INFO - main - 222 : warmup_proportion:0.1
2022-01-02 07:40:10,610 - main - INFO - main - 222 : max_len:128
2022-01-02 07:40:10,610 - main - INFO - main - 222 : seed:666
2022-01-02 07:40:10,610 - main - INFO - main - 222 : num_workers:1
2022-01-02 07:40:10,610 - main - INFO - train - 60 : n_tags : 1
2022-01-02 07:40:10,610 - main - INFO - train - 64 : Under an epoch, loss will be output every 44 step, and the model will be evaluated every 110 step
2022-01-02 07:40:13,154 - main - INFO - train - 72 : Using device : cuda
2022-01-02 07:40:13,156 - main - INFO - train - 77 : num_train_steps : 1095, warmup_proportion : 0.1, warmup_steps : 109.5
